Yorum,Etiket
Bir daha alicagim bir urun degil ben memnun kalmadim. yorumlara gore almistim oyle parlaklik flan da yasamadim ince surunce hele hic cikmiyor rahat bir sekilde. ben hic memnun kalmadim.,0
cildi yağlandırdı ve ben bir fayda göremedim,0
Bir haftadır düzenli her akşam ve sabah sabunla yıkayıp gece de maskeyi yapıp sabahta serumu kullanıyorum fakat aşırı şekilde yüzüm kurumaya ve pul pul olmaya başladı,0
yorumlara baktim aldim bundan sonra yorumlara da guvenmeyecegim. benm zaten duzgun bi cildim var ekstra daha parlatsin vs diye aldim. hicbir işe yaramadi. 1 haftayi gecti duzenli de kullandim. valla para tuzagi neye guvenip neyi alacagiz ben anlamadim,0
Çok kötü bir üzün Hiç tavsiye etmiyorum İki tane aldım çöp yazık verilen paraya,0
Daha önce Goodal'ın ürünlerini kullanıyordum ve memnunumda bunu da sadece Deneme amaçlı aldım sabununu Gece maskesini ve vitaminini. ama boyutları çok küçük fiyatları keşke ona göre olsaydı ama bu kadar küçük olmasaydılar diyebilirim Ayrıca yanında hiçbir tester göndermemişler genelde Goodal yanında bir maske bir krem mutlaka eşantiyon gönderir Den,0
TÜM CİLT TİPİ İÇİN UYGUN DİYOR AMA ÜRÜNÜN ÜSTÜNDE HER CİLT TİPİNE UYGUN DEĞİLDİR DİYOR,0
Ürün resimlerde normal boyutlarda gibi gözüksede çok küçük geldi seyahat ürünü gibi birşey.,0
"Merhabalar ürün elime geçti teşekkürler.ilk etapta alerji yaparmı yapmazmı diye elimin üzerinde denedim,fakat sabah kalktığımda soyulmadı.yüzüme sürdüğümde soyulmassa sorun olurmu ne yapmalıyım.",0
Hiç beğenmedim yüzümde yaralar oluşturdu iki gün kullandım sadece,0
sakin almayın hem param gitti hemde ürünüm elime ulaşmadı ulaşmadığı gibide kargo tarafından teslim edildi diye site gozukuyor,0
Kargom geldi bir bana da hediye koymadınız ama,0
Ürün sağlam Bi şekilde ulaştı hemen kullanmaya başladım bir hafta geçmesine rağmen ama maalesef hiç bir değişiklik olmadı kesinlikle tavsiye etmiyorum,0
Hiç abartılacak bir ürün değil çok reklamı yapılmış sadece cildime zarar vermedi fakat bı kaç saat cilt canlı görünüyor sonra eski halini alıyor normal bı nemlendirici kremle aynı bide bunu gece boyu yüzümüzde tutmamiza rağmen 0 etki diyebilirim bu paraya hiç değmez kesinlikle tavsiye etmiyorum,0
kız arkadaşıma hediye aldım biseye yaramyor dedi yakma yapmış alercik bende kendime aldım bakalm bilemedm büyük ihtimal geldi gibi iadeedecem duşunurum tekrar yorum gucelirim,0
Sipariş i başkasına verdiler yada getirmediler insanlarla dalga geçiyorlar resmen aras kargo,0
ürünün elime ulaşmadı ama teslim edildi mesajı geldi,0
urun henuz kullanmadim ama kargo beni çok ugrastirdi kargom gelmeisne ragmen ben subeye gittim benim kargomu vermediler dagitima ciktigimiz zaman verecez dediler soyeldigi günde ben yoktum orda bunu bilerek gittim zaten kesinlikle birdaha burdan alışveriş yapmicam,0
hiçbir şeye yaramıyor boşuna almayın bende yorumlara güvenerek almıştım,0
Pek bir etkisi yok çok küçük aldığı parayı hak etmiyor abartılmış bir balon olduğunu düşünüyorum,0
bi ürün sipariş ediyoruz paramızla rezil oluyoruz resmen sanki içinden sıkılmış gibi yarısı boş,0
Asla almayın hiçbirşeye yaramıyor,0
Yüzümü mahvetti nasıl toparlayabilirim bilmiyorum,0
asla almayın.....,0
sabun yüzümü mahvettiniz için maske iade etmeyi düşünüyorum,0
ürünün aldığı değerlendirmeye inanamıyorum cildim inanılmaz derecede kurudu çene kenarında lekeler oluştu. 1 hafatdir cilt yaglari kullanıyorum. Eger geçmezse dava yoluna basvuracagim.,0
hiç güzel değil almayın derim,0
"Ürün tamamen şişirme. 3 al 2 öde kampanyasından 3 adet aldım bir de! ilk kullanımda sabah çıkardığımda yüzüm nemliydi, herhangi bir nemlendirici ile de aynı sonucu zaten alırsınız. 2.kullanımdan sonra yüzümde ufak ufak sivilceler çıktı. Hiç bir şeye alerjim yok ve hassas ciltli değilim. Kesinlikle beğenmedim hayal kırıklığına uğradım",0
Gelmedi ürünüm diğerleri geldi eksik,0
"Instagram’dan görmüştüm öncesi sonrası çok dikkatimi çekmişti o yüzden almıştım, bir heyecanla sürdüm, maskeyi soyduğunuz zaman yüzünüzde hiçbir parlaklık kalmıyor, yani göründüğü gibi bir şey değil. Boşuna paranıza yazık etmeyin",0
"Ürünü bir kaç gün kullandım iyi gibi gidiyordu,sonra bir sabah boyundan başlayarak tüm yüzüm güneşte günlerce kalmış gibi kızardı ve şişti,Yüzüme bir hafta hiç bir ürün kullanmadım ve alerji ilaçları kullandım.12,13 günde ancak normale döndü.Bır kaç kutu almıştım duruyor atarım herhalde bu korkuyla kullanamam bir daha",0
Bombos bir urun reklamdakilerle alakasi yok. Yuzden soymasi ayri bir tantana ayrica parlaklik falan da vermiyor.,0
İçinde alimünyün gibi birşey var şikayetçiyim,0
"Ürünün ısrarla sormama rağmen tam içerik listesini (INCI listesi) iletmediler, genel içerik başlığını yazıyorlar , bu beni şüpheye düşürdü, tekrar asla almam .",0
3 kutu bitirdim hiç bir faydasını görmedim,0
arkadaşlar kesinlikle iyi yorumlara aldanıp almayın seri olarak aldım ama elimde patladı resmen yüzüm de sivilceler kuruma ve çatlaklar oluştu ilk gün iyi gösterdi aldandım ama devamında çok kötü oldu cildiyeye gitmek zorunda kaldım . iyi yorumlara aldanıp aldım ama alakası yok kesinlikle,0
ürünü çok gördüm ve almak istedim ama yanlış ürün geldi maske yerine sabun göndermişsiniz,0
"Arkadaşlar ürünü anlatıldığı şekilde kullandim. Öncesinde sabun ile temizledim. Kurulayıp sürdüm. İlk dakikada yüzümü yakmaya başladı ve bu hale getirdi, yüzüm şişmeye başladı beyaz beyaz kabarcıklar çıktı bir anda. Lütfen dikkatli olun kullanırken alerjik bi cildim yoktur aslında ama nasıl bu hızla tepki gösterdi ürün hala anlamış değilim. Aldığım",0
Ürünü hiç beğenmedim aldığıma pişmanım bu paraya hakketmiyor 👎,0
0 etki 0 nemlendirme en azından nemlendirir diye düşünüp sürüp yattım hiçbir değişim olmadı. bence gereksiz abartılmış bir ürün.,0
Yaptıkları reklamlarla alakası yok soymaya çalışıyorum asla soyulmuyor her defasında yüzümde kalıyor parlaklık veriyor ama abartıldığı kadar değil olsa da olur olmasada sizde ona göre satın alın,0
Ürün bende alerji yaptı,0
Gereksiz abartı değmez,0
hiç bir işe yaramıyor,0
"özellikle birkaç kullanımdan sonra yazıyorum, hiç hiç hiç alakası yok anlatılanlarla...bir defa aldım bir daha aslaaaaa...",0
Hiçbir işe yaramıyor arkadaşlar yorumlara ve reklamlara kanıp aldım ben de. Bir ümit olur mu demeyin yani. Çok kuru bir cildim var gece sürüp uyudum sabah uyandım zaten soyulmuş çoğunluğu. Ne yumuşaklık ne de farklı bir etki gözlemlemedim ben. Minicik bir kutuya üstelik işe yaramadığı halde bu parayı vermeyin.,0
Sabah ilk yarım saat kadar çok parlak gösteriyor ondan sonra eskisi gibi oluyor. Ben pek faydasını göremedim. Beğenmedim,0
Bu nasıl bi maske ya bol sürdüm kolay çıksın diye asla kurumadı sabah yüzümde bişey kalmamış parça parça az çıktı hiç bir fark yok abartanlar şaka mı,0
yanlış ürün geldi lütfen doğru ürün gonderirmisiniz maske yerine serum gönderilmiş serum istemiştim zaten 2 neden ginderiyorsunuz,0
"yorumlara aldanmayın videodaki gibi soyulmuyor ve abartıldığı kadar bir etkisi yok, herhangi bir maske de aynı etkiyi veriyor",0
3 kutu sipariş ettigim gece maskesi 1 kutu olarak geldi yazdim bidaha 1 kutu göndermişler ben 3 kutunun ödemesini yaptim beni mağdur ettiniz yazıklar olsun size madem gondermiyorsunuz ucretini niye hemen alıyorsunuz,0
3 al 2 öde kampanyasından yararlanamadım çünkü iki ürünüm geldi. Şikayetvara kadar her yere şikayet edeceğimden emin olabilirsiniz. Ürünün barkodu orijinal inşallah içindeki de öyledir..,0
Düzenli kullandığım halde işe yaramadı gereksiz bence,0
Ürünün çok fazla reklamı yapılıyor ama bu yapılan olumlu yorumlara anlam veremiyorum gerçekten . Bence o yorumları yapanlar ilk defa maske kullanıyor olmalı . Asla bu paralar edecek bi maske değil ve çok küçük ambalajı. Gereksiz harcama yapmışım,0
3 al iki öde yaptım sabun la serum geldi kolejen yok tekrardan telafi edip kargo çıkarmışlar onuda sabun göndermişler neden ciddiye almıyorsunuz müşteri memnuniyeti ni,0
çokkkk az var içinde bir kere kullandım nerdeyse bittiii bı fiyata asla değmez üzüldümmmm,0
Benim yüzüm mahvoldu arkadaşlar. Sabah kalktığımda evet parıl parıldı . 1 saat içimde kızarmaya yanmaya başladı. Tavsiye etmiyorum. Asla kullanmam artık bu tarz ürünleri.,0
Ürünüm gelmedi soyulabilir gece maskesi yok içinde en kısa zamanda tedarik edersiniz umarım,0
İki tane istedim bi tane elime ulaştı,0
İki ürün almama rağmen tek ürün geldi satıcıya söylememe rağmen hala ürün gelmedi…..,0
"Arkadaşlar bu ürünlerde ve satıcıda bir sorun var. Web sitelerindeki yorumları fazla kitabi, trendyolda ki yorumları da samimi bulmuyorum. Ona rağmen ürünleri satın aldım. Asla söylendiği gibi nemlendirme ya da parlatma özelliği yok. En azında bende böyle etkileri olmadı. Aldığım diğer ürünlerinde de hiçbir numara yok. Almayın",0
akşam yüzüme sürdüm sabah kalktığımda yüzümden soyulmuş yarısı var yarısı yok haldeydi ciddi kaşıntılar var yüzümde o reklamlarda ki gibi parlaklık yok tam tersi var!!!,0
Çok küçük hemde çok az içinın yarısı boş .Reklamlarda böyle küçük gözükmüyordu.,0
cilt bariyerine zarar veriyor bence parlaklık ve nemlendirme gibi bir durumda olmadı,0
Boşuna almayın hiç bir etkisi yok,0
Yanlış ürün geldi,0
"Diparişimi kendim arayıp da buldum, hiç bir iletişim sağlayamadım teslim akma noktasına gönderilmedi kendim arabamla gittim Aras kargodan buldum ve teslim aldım gönediminizi takip etmiyorsunuz sıfır ilgi alaka bir daha sizden ürün almak istemiyorum",0
"Ürün hiçte övüldüğü gibi bir ürün değil başta evet bir parlaklık,nemli görüntü veriyor ama daha sonra aktif olarak çıkmayan akneler çıkıyor ve geçmiyor!!!!",0
Hiç bir işe yaramıyor okadar heves ile almiştım,0
3 ürün satın almama rağmen 2 ürün yollamışsınız,0
ürün teslim edilmediği halde Aras kargo teslim edildi diyor bununla ilgili ürünün altındaki yorumlara baktığımda çok şikayet var.satici olarak Aras kargo ile çalışmamaniz gerekir .gerek cimere gerekse tüketici hakem heyetine şikayetimi iletiyorum.,0
verdiğim paraya yazık yerden topluyoruz sanki aşırı kurudu cildim pul pul döküldü bi peeling yaptım yüzüm yara bere içinde kaldı yarar beklemeyin ama zararının maşallahı varrr,0
Üç kullanımlık olduğunu bilsem asla almazdım. Eriyen maske almak ya da kolajeni takviye gıda olarak almak kesinlikle daha mantıklı. Algıda çok başarılısınız tebrikler ama kimse ikinci kez aynı tuzağa düşmez,0
2 kullanımda bitti ayrıca hiçbi işe yaramıyor sakın almayın.Marketten yaş maya alıp yüzünüze sürün daha etkili,0
Yarısı boş geldi ve çok küçük ama etkili bi maske,0
yorumlara bakarak almıştım ama hıc faydasını görmedim 4 gundur kullanıyorum hıc degısıklık yok,0
Üç tane aldık diye boş göndermeniz hoş değil,0
reklam yaptiginiz kadar bir ürün degil memnun kadim denilemez,0
"Nasıl soyulabilen maskedir ben anlayamadım, yüzümden çıkarmak için 1.5 saat uğraştım. Harita gibj oldu yüzüm çıkmadı da çıkmadı en son yüzümü iyice yıkamak zorunda kaldım. Memnun kalmadım.",0
Yanlış ürün gönderilmiş gece maskesi yerine sabun o kadar para verdim gerçekten yazık,0
yanlış ürün gönderilmiş kargodan sabun çıktı ve kokusu ilaç gibi. kutuyu açmadan dışarı kadar koku geliyordu,0
İçerisinden çıkan maske fırçasının görselle hiç alakası yok. Umarım işe yarar eğer yararsa yorumu güncellerim.,0
aras kargodan dolayı iptal et çonku aras kargo hep bir bahaneyle kargoya getirmiyor,0
3 al 2 öde değil miydi sadece bir tane gelmiş,0
yüzden soymakta zorlandım ilk denememdi.şuanki fikrim gereksiz bir ürün zaman kaybı,0
Hiç bir işe yaramıyor nemlendirici serum alın daha iyi,0
verilen paraya yazık hiç nemlendirmiyor attım çöpe 😡,0
Çok etkisi yok,0
Arkadaşlar hiç reklamlardaki gibi ya da göründüğü gibi değil asla zaten çok küçük yarısı bir günde bitti yüze sürünce hiç etkili fln da değil hiçbir etkisini görmedim çok kötüydü almayın paranıza yazık,0
ürün fotoğraftaki den küçük duruyor bide maske gibi olmuyor,0
maske söylemiştim bunu yollamışlar ☹️,0
bandrolü açık bir halde geldi.,0
Ürün elime gelmedi Kac hafta gecdı tabı sızle alakalı degıl kargoyla alakalı param bosa gıttı kargoyu arayıp urun burda gozukuyor degıp ama urun yok sızınde bılgınız olsun,0
Hiç bir etkisi yok beğenmedim çok küçük ayrıca denemek için almıştım ama tavsiye etmem,0
Kullandıktan iki gün sonra yüzümde sivilcelenmeler oldu yani mantıken tüm gece cildi havasız bırakıyorsunuz sivilcelenmesi çok normal tavsiye etmiyorum,0
firma sıkıntılı,0
Ben teslim almadım ama teslim edildi gözüküyor Bana yardımcı olurmusunuz belkide sizin gönderen iyi ama burdaki aras kargo ndn böyle birsey yapıyor anlayamadım,0
Reklamındaki gibi soyulmuyor yapıştırıcı uhu gibi yarım saat boyunca kazıdım yüzümden.,0
Sakın almayın arkadaşlar yüzüm mahvoldu kabarcıklar çıktı hiç göründüğü gibi değil,0
"Yüzümü maf etti, firmanın ürün için sorduğum soruya cevabı facia, kesinlikle tavsiye etmiyorum, kaşıntıdan uyuyamadım, cildim çok kötü oldu, sağlık bakanlığı onayını defalarca kez sordum cevap alamadım, cildim düzelsin ilk işim sağlık bakanlığı tüketici heyetine şikayet etmek",0
Ürün elime ulaşmadı,0
Ürünün ücretini ödedim ama bana teslim edilmedi. Başkasına vermişler,0
Bukadar küçük ve bu para pes,0
2 adet alıp tek gönderildi.bu mağduriyetimin giderilmesini umuyorum,0
Bariz bir etkisi yok kullanışlı değil fazla abartılıyor ve ürün çok çok az,0
Hiçbir işe yaramıyor.Boşuna paranızı vermeyin,0
hiç beğenmedim yapıştırıcı gibiydi kokusu da güzel değildi işe yaradığını görmedim,0
iyi değil tavsiye etmem yazık oldu paraya,0
KUTUNUN YARISI BOŞ RESMEN ÜSTELİK FİYATI İKİ KATI ARTMIŞ İŞE YARADIĞI HENÜZ TAM KANITLANMAMIŞ NEYİN HAVASI BU BİR KERE ALINIR BİDAHA ALINMAZ İŞTE BÖYLE YAPARSANIZ,0
ürünümün yarısı boş geldi kapağıda kapanmıyordu çöpe attım,0
cok kucuk bir urun asla parasini haketmiyor ve hediyede gelmedi,0
Hiç anlatıldığı gibi değil. Maskeyi soyunca vay dedim ama yüzümü yıkamamla ne parlaklık kaldı ne dolgunluk. Bir de ilk kullanımda fark etti diyorlar. Yalan. Bir kaç kullanımda bitecek maskeye bu kadar para verdiğime üzülüyorum.,0
Ürün küçücük kaç kere kullanıcağız ürünü hiç alma daha iyi bir kere kullanmalıksa okey mantıksız bu kadar küçük olması daha iyi değerlendirin,0
Yarısı hava dolu hiç beğenmedim etkisi de yok boşa almayın,0
1 puanı verme sebebim ürün değil aras kargonun beni bilgilendirmeden kargoyu merdivene fırlatması yazıklar olsun sizin yüzünüzden ürün aldığımıza pişman oluyoruz,0
Sabunuyla birlikte kullandım. Gösterildiği gibi bir soyulma da yok. Üç kere kullandım bir üç kere daha çıkar mı içinden bir fikrim yok. 3 adet ürün aldım ve üts sisteminde kayıtlarına baktım ama yoktu. Keşke açmadan önce baksaydım kullanmadan iade ederdim.,0
ebat çok küçük bu para verilmez iki kullanımda biter,0
kötü bir işe yaramıyor,0
hiç beğenmedim hiç faydasını görmedim,0
Faydasını görmedim,0
hiç bir etkisi yok boşuna para verilmesin,0
hiç bi faydası yok ayrıca gorseldekine göre küçük bı ambalajı var kesinlikle tavsiye etmiyorum,0
kucuk bisey ici bos hava gerçekten yazık ya,0
Spatulası yok.,0
Ürünü yeni deniyorum kalitesiyle ilgili henüz bir fikrim yok fakat kapağı tam kapanmadığı için akıyor.,0
Saçma sapan bir ürün iki defa kullanacağınız bir miktarda verilen paraya yazık,0
çok iyi gerçekten indirime girsin stok yapacam,1
çok güzel çok beğendim,1
Paketlemesi güzel,1
guzel urun,1
"Kesinlinlikle tavsiye edebileceğim bir ürün hatta arkadaşlarım da aldı benden sonra, cildiniz parıl parıl parlıyor resmen, ben haftada iki gün kullanıyorum. Stok bittikçe alacağımı düşünüyorum.",1
güzellll.....,1
Yüzüm muhteşem parlıyor anlatıldığı kadar varmış ..,1
Bu bir mucize olmalııııı,1
3. kez alıcam birazdan. stok yapıyorum. çünkü iki arkadasım sen cildine ne yaptın dedin bi kaç gün önce ve söylemedim. cidden söylemedim. birşeylerde benim sırrım kalsın hiç birşey yaptırmadım dedim;) bilmiyorum iyi mi ettim :) fiyatı biraz yüksek o yüzden 1 tane alabilirim 3 al 2 öde mantıklı da 900 e geliyor :),1
Kargo çok hızlı geldi. düzenli kullanımda işe yarayan bir ürün. Bir kere sürüp cildinizin pasparlak olmasını beklemeyin. Ürünün ambalajı küçük az gibi geliyor ama öyle yüze boca etmeye gerek olmadığı için haftada 2-3 gün kullanılınca uzun süre gider,1
gerçekden soyledikleri kadar varmış çok güzel nemlendiriyor etkisi 1 haftadan fazla sürüyor bayıldım,1
çok memnun kaldım cildi gerçekten çok güzel yapıyor pürüzsüzlestiriyo cildim parlıyor resmen,1
Harika bisey yani muhteşem. 2 saat sonra kuruyor soyulabilir hale geliyor zaten. Yüzüm kurumuştu. Ne krem sürsem fayda etmedi. Dün maske yaptim sabah soydum. Krem sürmedim. O derece hemen düzeltti. Bittikçe alcam,1
